item,method,K,contamination
PRIMA-1,irm,100,0.42
PRIMA-1,within_tissue,10,0.2
PRIMA-1,within_tissue,50,0.34
PRIMA-1,within_tissue,100,0.33
PRIMA-1,dann,10,0.4
PRIMA-1,dann,50,0.38
PRIMA-1,dann,100,0.37
PRIMA-1,adae,10,0.2
PRIMA-1,adae,50,0.32
PRIMA-1,adae,100,0.34
PX-12,marginal,10,0.4
PX-12,marginal,50,0.5
PX-12,marginal,100,0.53
PX-12,residualized,10,0.2
PX-12,residualized,50,0.24
PX-12,residualized,100,0.2
PX-12,irm,10,0.5
PX-12,irm,50,0.42
PX-12,irm,100,0.47
PX-12,within_tissue,10,0.2
PX-12,within_tissue,50,0.36
PX-12,within_tissue,100,0.35
PX-12,dann,10,0.2
PX-12,dann,50,0.44
PX-12,dann,100,0.4
PX-12,adae,10,0.2
PX-12,adae,50,0.44
PX-12,adae,100,0.39
PYR-41,marginal,10,0.0
PYR-41,marginal,50,0.26
PYR-41,marginal,100,0.25
PYR-41,residualized,10,0.0
PYR-41,residualized,50,0.02
PYR-41,residualized,100,0.06
PYR-41,irm,10,0.3
PYR-41,irm,50,0.24
PYR-41,irm,100,0.28
PYR-41,within_tissue,10,0.0
PYR-41,within_tissue,50,0.14
PYR-41,within_tissue,100,0.19
PYR-41,dann,10,0.1
PYR-41,dann,50,0.22
PYR-41,dann,100,0.22
PYR-41,adae,10,0.0
PYR-41,adae,50,0.1
PYR-41,adae,100,0.16
Paclitaxel,marginal,10,0.0
Paclitaxel,marginal,50,0.18
Paclitaxel,marginal,100,0.21
Paclitaxel,residualized,10,0.0
Paclitaxel,residualized,50,0.08
Paclitaxel,residualized,100,0.15
Paclitaxel,irm,10,0.1
Paclitaxel,irm,50,0.14
Paclitaxel,irm,100,0.14
Paclitaxel,within_tissue,10,0.0
Paclitaxel,within_tissue,50,0.06
Paclitaxel,within_tissue,100,0.05
Paclitaxel,dann,10,0.1
Paclitaxel,dann,50,0.14
Paclitaxel,dann,100,0.19
Paclitaxel,adae,10,0.0
Paclitaxel,adae,50,0.02
Paclitaxel,adae,100,0.07
Panobinostat,marginal,10,0.1
Panobinostat,marginal,50,0.14
Panobinostat,marginal,100,0.17
Panobinostat,residualized,10,0.1
Panobinostat,residualized,50,0.18
Panobinostat,residualized,100,0.14
Panobinostat,irm,10,0.1
Panobinostat,irm,50,0.2
Panobinostat,irm,100,0.16
Panobinostat,within_tissue,10,0.1
Panobinostat,within_tissue,50,0.06
Panobinostat,within_tissue,100,0.09
Panobinostat,dann,10,0.2
Panobinostat,dann,50,0.12
Panobinostat,dann,100,0.15
Panobinostat,adae,10,0.7
Panobinostat,adae,50,0.48
Panobinostat,adae,100,0.4
Parthenolide,marginal,10,0.5
Parthenolide,marginal,50,0.3
Parthenolide,marginal,100,0.26
Parthenolide,residualized,10,0.1
Parthenolide,residualized,50,0.06
Parthenolide,residualized,100,0.14
Parthenolide,irm,10,0.5
Parthenolide,irm,50,0.3
Parthenolide,irm,100,0.3
Parthenolide,within_tissue,10,0.4
Parthenolide,within_tissue,50,0.18
Parthenolide,within_tissue,100,0.21
Parthenolide,dann,10,0.3
Parthenolide,dann,50,0.22
Parthenolide,dann,100,0.27
Parthenolide,adae,10,0.4
Parthenolide,adae,50,0.42
Parthenolide,adae,100,0.36
Pazopanib,marginal,10,0.0
Pazopanib,marginal,50,0.24
Pazopanib,marginal,100,0.26
Pazopanib,residualized,10,0.2
Pazopanib,residualized,50,0.14
Pazopanib,residualized,100,0.13
Pazopanib,irm,10,0.1
Pazopanib,irm,50,0.22
Pazopanib,irm,100,0.27
Pazopanib,within_tissue,10,0.0
Pazopanib,within_tissue,50,0.12
Pazopanib,within_tissue,100,0.15
Pazopanib,dann,10,0.1
Pazopanib,dann,50,0.22
Pazopanib,dann,100,0.16
Pazopanib,adae,10,0.3
Pazopanib,adae,50,0.32
Pazopanib,adae,100,0.31
Pevonedistat,marginal,10,0.2
Pevonedistat,marginal,50,0.16
Pevonedistat,marginal,100,0.18
Pevonedistat,residualized,10,0.2
Pevonedistat,residualized,50,0.16
Pevonedistat,residualized,100,0.17
Pevonedistat,irm,10,0.1
Pevonedistat,irm,50,0.14
Pevonedistat,irm,100,0.16
Pevonedistat,within_tissue,10,0.1
Pevonedistat,within_tissue,50,0.1
Pevonedistat,within_tissue,100,0.05
Pevonedistat,dann,10,0.3
Pevonedistat,dann,50,0.18
Pevonedistat,dann,100,0.18
Pevonedistat,adae,10,0.0
Pevonedistat,adae,50,0.14
Pevonedistat,adae,100,0.19
Pictilisib,marginal,10,0.0
Pictilisib,marginal,50,0.2
Pictilisib,marginal,100,0.21
Pictilisib,residualized,10,0.0
Pictilisib,residualized,50,0.08
Pictilisib,residualized,100,0.07
Pictilisib,irm,10,0.1
Pictilisib,irm,50,0.18
Pictilisib,irm,100,0.17
Pictilisib,within_tissue,10,0.0
Pictilisib,within_tissue,50,0.1
Pictilisib,within_tissue,100,0.11
Pictilisib,dann,10,0.2
Pictilisib,dann,50,0.16
Pictilisib,dann,100,0.18
Pictilisib,adae,10,0.0
Pictilisib,adae,50,0.24
Pictilisib,adae,100,0.24
Piperlongumine,marginal,10,0.4
Piperlongumine,marginal,50,0.38
Piperlongumine,marginal,100,0.3
Piperlongumine,residualized,10,0.2
Piperlongumine,residualized,50,0.16
Piperlongumine,residualized,100,0.13
Piperlongumine,irm,10,0.3
Piperlongumine,irm,50,0.34
Piperlongumine,irm,100,0.35
Piperlongumine,within_tissue,10,0.3
Piperlongumine,within_tissue,50,0.22
Piperlongumine,within_tissue,100,0.19
Piperlongumine,dann,10,0.3
Piperlongumine,dann,50,0.28
Piperlongumine,dann,100,0.26
Piperlongumine,adae,10,0.3
Piperlongumine,adae,50,0.44
Piperlongumine,adae,100,0.41
Quizartinib,marginal,10,0.8
Quizartinib,marginal,50,0.52
Quizartinib,marginal,100,0.47
Quizartinib,residualized,10,0.1
Quizartinib,residualized,50,0.1
Quizartinib,residualized,100,0.15
Quizartinib,irm,10,0.8
Quizartinib,irm,50,0.46
Quizartinib,irm,100,0.46
Quizartinib,within_tissue,10,0.4
Quizartinib,within_tissue,50,0.24
Quizartinib,within_tissue,100,0.25
Quizartinib,dann,10,0.4
Quizartinib,dann,50,0.38
Quizartinib,dann,100,0.32
Quizartinib,adae,10,0.3
Quizartinib,adae,50,0.28
Quizartinib,adae,100,0.23
R428,marginal,10,0.4
R428,marginal,50,0.5
R428,marginal,100,0.46
R428,residualized,10,0.1
R428,residualized,50,0.08
R428,residualized,100,0.1
R428,irm,10,0.3
R428,irm,50,0.34
R428,irm,100,0.35
R428,within_tissue,10,0.3
R428,within_tissue,50,0.28
R428,within_tissue,100,0.32
R428,dann,10,0.3
R428,dann,50,0.26
R428,dann,100,0.26
R428,adae,10,0.6
R428,adae,50,0.46
R428,adae,100,0.44
RAF265,marginal,10,0.2
RAF265,marginal,50,0.2
RAF265,marginal,100,0.23
RAF265,residualized,10,0.0
RAF265,residualized,50,0.04
RAF265,residualized,100,0.05
RAF265,irm,10,0.1
RAF265,irm,50,0.2
RAF265,irm,100,0.19
RAF265,within_tissue,10,0.1
RAF265,within_tissue,50,0.1
RAF265,within_tissue,100,0.1
RAF265,dann,10,0.1
RAF265,dann,50,0.14
RAF265,dann,100,0.16
RAF265,adae,10,0.1
RAF265,adae,50,0.14
RAF265,adae,100,0.13
RG-108,marginal,10,0.5
RG-108,marginal,50,0.4
RG-108,marginal,100,0.36
RG-108,residualized,10,0.1
RG-108,residualized,50,0.1
RG-108,residualized,100,0.1
RG-108,irm,10,0.4
RG-108,irm,50,0.42
RG-108,irm,100,0.37
RG-108,within_tissue,10,0.2
RG-108,within_tissue,50,0.32
RG-108,within_tissue,100,0.29
RG-108,dann,10,0.5
RG-108,dann,50,0.34
RG-108,dann,100,0.32
RG-108,adae,10,0.3
RG-108,adae,50,0.22
RG-108,adae,100,0.24
RITA,marginal,10,0.1
RITA,marginal,50,0.2
RITA,marginal,100,0.17
RITA,residualized,10,0.1
RITA,residualized,50,0.14
RITA,residualized,100,0.14
RITA,irm,10,0.2
RITA,irm,50,0.16
RITA,irm,100,0.22
RITA,within_tissue,10,0.0
RITA,within_tissue,50,0.08
RITA,within_tissue,100,0.09
RITA,dann,10,0.1
RITA,dann,50,0.22
RITA,dann,100,0.2
RITA,adae,10,0.1
RITA,adae,50,0.12
RITA,adae,100,0.16
RO4929097,marginal,10,0.2
RO4929097,marginal,50,0.4
RO4929097,marginal,100,0.42
RO4929097,residualized,10,0.0
RO4929097,residualized,50,0.08
RO4929097,residualized,100,0.08
RO4929097,irm,10,0.5
RO4929097,irm,50,0.4
RO4929097,irm,100,0.44
RO4929097,within_tissue,10,0.1
RO4929097,within_tissue,50,0.2
RO4929097,within_tissue,100,0.26
RO4929097,dann,10,0.2
RO4929097,dann,50,0.28
RO4929097,dann,100,0.28
RO4929097,adae,10,0.2
RO4929097,adae,50,0.14
RO4929097,adae,100,0.14
Rapamycin,marginal,10,0.1
Rapamycin,marginal,50,0.42
Rapamycin,marginal,100,0.4
Rapamycin,residualized,10,0.1
Rapamycin,residualized,50,0.14
Rapamycin,residualized,100,0.16
Rapamycin,irm,10,0.1
Rapamycin,irm,50,0.3
Rapamycin,irm,100,0.35
Rapamycin,within_tissue,10,0.0
Rapamycin,within_tissue,50,0.12
Rapamycin,within_tissue,100,0.17
Rapamycin,dann,10,0.1
Rapamycin,dann,50,0.2
Rapamycin,dann,100,0.21
Rapamycin,adae,10,0.5
Rapamycin,adae,50,0.38
Rapamycin,adae,100,0.39
Repligen_136,marginal,10,0.4
Repligen_136,marginal,50,0.3
Repligen_136,marginal,100,0.28
Repligen_136,residualized,10,0.1
Repligen_136,residualized,50,0.08
Repligen_136,residualized,100,0.07
Repligen_136,irm,10,0.4
Repligen_136,irm,50,0.3
Repligen_136,irm,100,0.29
Repligen_136,within_tissue,10,0.3
Repligen_136,within_tissue,50,0.18
Repligen_136,within_tissue,100,0.18
Repligen_136,dann,10,0.3
Repligen_136,dann,50,0.26
Repligen_136,dann,100,0.29
Repligen_136,adae,10,0.0
Repligen_136,adae,50,0.26
Repligen_136,adae,100,0.29
Rohinitib,marginal,10,0.3
Rohinitib,marginal,50,0.18
Rohinitib,marginal,100,0.17
Rohinitib,residualized,10,0.3
Rohinitib,residualized,50,0.26
Rohinitib,residualized,100,0.27
Rohinitib,irm,10,0.3
Rohinitib,irm,50,0.12
Rohinitib,irm,100,0.21
Rohinitib,within_tissue,10,0.0
Rohinitib,within_tissue,50,0.1
Rohinitib,within_tissue,100,0.11
Rohinitib,dann,10,0.3
Rohinitib,dann,50,0.18
Rohinitib,dann,100,0.18
Rohinitib,adae,10,0.8
Rohinitib,adae,50,0.58
Rohinitib,adae,100,0.54
Ruxolitinib,marginal,10,0.2
Ruxolitinib,marginal,50,0.42
Ruxolitinib,marginal,100,0.34
Ruxolitinib,residualized,10,0.1
Ruxolitinib,residualized,50,0.1
Ruxolitinib,residualized,100,0.16
Ruxolitinib,irm,10,0.2
Ruxolitinib,irm,50,0.44
Ruxolitinib,irm,100,0.36
Ruxolitinib,within_tissue,10,0.1
Ruxolitinib,within_tissue,50,0.28
Ruxolitinib,within_tissue,100,0.29
Ruxolitinib,dann,10,0.3
Ruxolitinib,dann,50,0.36
Ruxolitinib,dann,100,0.37
Ruxolitinib,adae,10,0.2
Ruxolitinib,adae,50,0.24
Ruxolitinib,adae,100,0.24
SB-225002,marginal,10,0.1
SB-225002,marginal,50,0.28
SB-225002,marginal,100,0.27
SB-225002,residualized,10,0.0
SB-225002,residualized,50,0.08
SB-225002,residualized,100,0.13
SB-225002,irm,10,0.2
SB-225002,irm,50,0.28
SB-225002,irm,100,0.24
SB-225002,within_tissue,10,0.0
SB-225002,within_tissue,50,0.12
SB-225002,within_tissue,100,0.15
SB-225002,dann,10,0.0
SB-225002,dann,50,0.2
SB-225002,dann,100,0.2
SB-225002,adae,10,0.2
SB-225002,adae,50,0.24
SB-225002,adae,100,0.28
SB-431542,marginal,10,0.4
SB-431542,marginal,50,0.34
SB-431542,marginal,100,0.38
SB-431542,residualized,10,0.3
SB-431542,residualized,50,0.12
SB-431542,residualized,100,0.13
SB-431542,irm,10,0.5
SB-431542,irm,50,0.4
SB-431542,irm,100,0.38
SB-431542,within_tissue,10,0.2
SB-431542,within_tissue,50,0.22
SB-431542,within_tissue,100,0.34
SB-431542,dann,10,0.4
SB-431542,dann,50,0.42
SB-431542,dann,100,0.38
SB-431542,adae,10,0.2
SB-431542,adae,50,0.3
SB-431542,adae,100,0.23
SB-525334,marginal,10,0.2
SB-525334,marginal,50,0.2
SB-525334,marginal,100,0.22
SB-525334,residualized,10,0.1
SB-525334,residualized,50,0.1
SB-525334,residualized,100,0.12
SB-525334,irm,10,0.1
SB-525334,irm,50,0.22
SB-525334,irm,100,0.21
SB-525334,within_tissue,10,0.0
SB-525334,within_tissue,50,0.16
SB-525334,within_tissue,100,0.12
SB-525334,dann,10,0.2
SB-525334,dann,50,0.18
SB-525334,dann,100,0.21
SB-525334,adae,10,0.3
SB-525334,adae,50,0.1
SB-525334,adae,100,0.14
SB-743921,marginal,10,0.0
SB-743921,marginal,50,0.14
SB-743921,marginal,100,0.21
SB-743921,residualized,10,0.0
SB-743921,residualized,50,0.16
SB-743921,residualized,100,0.13
SB-743921,irm,10,0.1
SB-743921,irm,50,0.14
SB-743921,irm,100,0.14
SB-743921,within_tissue,10,0.0
SB-743921,within_tissue,50,0.08
SB-743921,within_tissue,100,0.09
SB-743921,dann,10,0.1
SB-743921,dann,50,0.18
SB-743921,dann,100,0.19
SB-743921,adae,10,0.1
SB-743921,adae,50,0.2
SB-743921,adae,100,0.27
SCH-529074,marginal,10,0.5
SCH-529074,marginal,50,0.38
SCH-529074,marginal,100,0.34
SCH-529074,residualized,10,0.0
SCH-529074,residualized,50,0.06
SCH-529074,residualized,100,0.09
SCH-529074,irm,10,0.4
SCH-529074,irm,50,0.26
SCH-529074,irm,100,0.26
SCH-529074,within_tissue,10,0.2
SCH-529074,within_tissue,50,0.24
SCH-529074,within_tissue,100,0.24
SCH-529074,dann,10,0.5
SCH-529074,dann,50,0.24
SCH-529074,dann,100,0.24
SCH-529074,adae,10,0.3
SCH-529074,adae,50,0.24
SCH-529074,adae,100,0.25
SCH-79797,marginal,10,0.1
SCH-79797,marginal,50,0.24
SCH-79797,marginal,100,0.26
SCH-79797,residualized,10,0.1
SCH-79797,residualized,50,0.16
SCH-79797,residualized,100,0.16
SCH-79797,irm,10,0.1
SCH-79797,irm,50,0.16
SCH-79797,irm,100,0.21
SCH-79797,within_tissue,10,0.0
SCH-79797,within_tissue,50,0.08
SCH-79797,within_tissue,100,0.13
SCH-79797,dann,10,0.1
SCH-79797,dann,50,0.24
SCH-79797,dann,100,0.24
SCH-79797,adae,10,0.2
SCH-79797,adae,50,0.28
SCH-79797,adae,100,0.32
SCHEMBL16273428,marginal,10,0.2
SCHEMBL16273428,marginal,50,0.36
SCHEMBL16273428,marginal,100,0.4
SCHEMBL16273428,residualized,10,0.2
SCHEMBL16273428,residualized,50,0.16
SCHEMBL16273428,residualized,100,0.14
SCHEMBL16273428,irm,10,0.5
SCHEMBL16273428,irm,50,0.34
SCHEMBL16273428,irm,100,0.36
SCHEMBL16273428,within_tissue,10,0.1
SCHEMBL16273428,within_tissue,50,0.3
SCHEMBL16273428,within_tissue,100,0.34
SCHEMBL16273428,dann,10,0.2
SCHEMBL16273428,dann,50,0.36
SCHEMBL16273428,dann,100,0.36
SCHEMBL16273428,adae,10,0.4
SCHEMBL16273428,adae,50,0.44
SCHEMBL16273428,adae,100,0.34
SID_26681509,marginal,10,0.4
SID_26681509,marginal,50,0.44
SID_26681509,marginal,100,0.4
SID_26681509,residualized,10,0.1
SID_26681509,residualized,50,0.08
SID_26681509,residualized,100,0.12
SID_26681509,irm,10,0.5
SID_26681509,irm,50,0.38
SID_26681509,irm,100,0.43
SID_26681509,within_tissue,10,0.2
SID_26681509,within_tissue,50,0.28
SID_26681509,within_tissue,100,0.32
SID_26681509,dann,10,0.4
SID_26681509,dann,50,0.42
SID_26681509,dann,100,0.38
SID_26681509,adae,10,0.2
SID_26681509,adae,50,0.32
SID_26681509,adae,100,0.31
SKI-II,marginal,10,0.3
SKI-II,marginal,50,0.32
SKI-II,marginal,100,0.36
SKI-II,residualized,10,0.1
SKI-II,residualized,50,0.1
SKI-II,residualized,100,0.13
SKI-II,irm,10,0.6
SKI-II,irm,50,0.4
SKI-II,irm,100,0.42
SKI-II,within_tissue,10,0.1
SKI-II,within_tissue,50,0.2
SKI-II,within_tissue,100,0.29
SKI-II,dann,10,0.3
SKI-II,dann,50,0.42
SKI-II,dann,100,0.36
SKI-II,adae,10,0.4
SKI-II,adae,50,0.44
SKI-II,adae,100,0.4
SMER-3,marginal,10,0.5
SMER-3,marginal,50,0.32
SMER-3,marginal,100,0.31
SMER-3,residualized,10,0.3
SMER-3,residualized,50,0.12
SMER-3,residualized,100,0.11
SMER-3,irm,10,0.5
SMER-3,irm,50,0.24
SMER-3,irm,100,0.21
SMER-3,within_tissue,10,0.2
SMER-3,within_tissue,50,0.18
SMER-3,within_tissue,100,0.17
SMER-3,dann,10,0.4
SMER-3,dann,50,0.34
SMER-3,dann,100,0.23
SMER-3,adae,10,0.4
SMER-3,adae,50,0.26
SMER-3,adae,100,0.28
SN-38,marginal,10,0.0
SN-38,marginal,50,0.1
SN-38,marginal,100,0.09
SN-38,residualized,10,0.0
SN-38,residualized,50,0.08
SN-38,residualized,100,0.14
SN-38,irm,10,0.1
SN-38,irm,50,0.14
SN-38,irm,100,0.19
SN-38,within_tissue,10,0.0
SN-38,within_tissue,50,0.04
SN-38,within_tissue,100,0.07
SN-38,dann,10,0.0
SN-38,dann,50,0.08
SN-38,dann,100,0.1
SN-38,adae,10,0.0
SN-38,adae,50,0.18
SN-38,adae,100,0.2
SNS-032,marginal,10,0.2
SNS-032,marginal,50,0.28
SNS-032,marginal,100,0.22
SNS-032,residualized,10,0.1
SNS-032,residualized,50,0.1
SNS-032,residualized,100,0.17
SNS-032,irm,10,0.2
SNS-032,irm,50,0.16
SNS-032,irm,100,0.23
SNS-032,within_tissue,10,0.1
SNS-032,within_tissue,50,0.14
SNS-032,within_tissue,100,0.11
SNS-032,dann,10,0.3
SNS-032,dann,50,0.3
SNS-032,dann,100,0.26
SNS-032,adae,10,0.2
SNS-032,adae,50,0.18
SNS-032,adae,100,0.25
SNX-2112-bortezomib_(250-1_mol-mol),marginal,10,0.3
SNX-2112-bortezomib_(250-1_mol-mol),marginal,50,0.28
SNX-2112-bortezomib_(250-1_mol-mol),marginal,100,0.22
SNX-2112-bortezomib_(250-1_mol-mol),residualized,10,0.1
SNX-2112-bortezomib_(250-1_mol-mol),residualized,50,0.1
SNX-2112-bortezomib_(250-1_mol-mol),residualized,100,0.14
SNX-2112-bortezomib_(250-1_mol-mol),irm,10,0.3
SNX-2112-bortezomib_(250-1_mol-mol),irm,50,0.18
SNX-2112-bortezomib_(250-1_mol-mol),irm,100,0.21
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,10,0.2
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,50,0.12
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,100,0.1
SNX-2112-bortezomib_(250-1_mol-mol),dann,10,0.4
SNX-2112-bortezomib_(250-1_mol-mol),dann,50,0.14
SNX-2112-bortezomib_(250-1_mol-mol),dann,100,0.14
SNX-2112-bortezomib_(250-1_mol-mol),adae,10,0.3
SNX-2112-bortezomib_(250-1_mol-mol),adae,50,0.46
SNX-2112-bortezomib_(250-1_mol-mol),adae,100,0.41
SNX-2112,marginal,10,0.2
SNX-2112,marginal,50,0.18
SNX-2112,marginal,100,0.16
SNX-2112,residualized,10,0.1
SNX-2112,residualized,50,0.14
SNX-2112,residualized,100,0.12
SNX-2112,irm,10,0.1
SNX-2112,irm,50,0.12
SNX-2112,irm,100,0.14
SNX-2112,within_tissue,10,0.1
SNX-2112,within_tissue,50,0.06
SNX-2112,within_tissue,100,0.1
SNX-2112,dann,10,0.2
SNX-2112,dann,50,0.22
SNX-2112,dann,100,0.16
SNX-2112,adae,10,0.5
SNX-2112,adae,50,0.34
SNX-2112,adae,100,0.28
SR1001,marginal,10,0.3
SR1001,marginal,50,0.3
SR1001,marginal,100,0.34
SR1001,residualized,10,0.1
SR1001,residualized,50,0.04
SR1001,residualized,100,0.08
SR1001,irm,10,0.3
SR1001,irm,50,0.28
SR1001,irm,100,0.32
SR1001,within_tissue,10,0.3
SR1001,within_tissue,50,0.26
SR1001,within_tissue,100,0.3
SR1001,dann,10,0.4
SR1001,dann,50,0.4
SR1001,dann,100,0.3
SR1001,adae,10,0.1
SR1001,adae,50,0.14
SR1001,adae,100,0.17
SRT-1720,marginal,10,0.2
SRT-1720,marginal,50,0.22
SRT-1720,marginal,100,0.29
SRT-1720,residualized,10,0.0
SRT-1720,residualized,50,0.08
SRT-1720,residualized,100,0.1
SRT-1720,irm,10,0.3
SRT-1720,irm,50,0.26
SRT-1720,irm,100,0.26
SRT-1720,within_tissue,10,0.2
SRT-1720,within_tissue,50,0.1
SRT-1720,within_tissue,100,0.19
SRT-1720,dann,10,0.2
SRT-1720,dann,50,0.28
SRT-1720,dann,100,0.27
SRT-1720,adae,10,0.0
SRT-1720,adae,50,0.22
SRT-1720,adae,100,0.22
STF-31,marginal,10,0.0
STF-31,marginal,50,0.18
STF-31,marginal,100,0.18
STF-31,residualized,10,0.1
STF-31,residualized,50,0.12
STF-31,residualized,100,0.14
STF-31,irm,10,0.1
STF-31,irm,50,0.12
STF-31,irm,100,0.18
STF-31,within_tissue,10,0.0
STF-31,within_tissue,50,0.02
STF-31,within_tissue,100,0.09
STF-31,dann,10,0.1
STF-31,dann,50,0.18
STF-31,dann,100,0.18
STF-31,adae,10,0.1
STF-31,adae,50,0.28
STF-31,adae,100,0.28
SU11274,marginal,10,0.1
SU11274,marginal,50,0.18
SU11274,marginal,100,0.25
SU11274,residualized,10,0.2
SU11274,residualized,50,0.1
SU11274,residualized,100,0.1
SU11274,irm,10,0.0
SU11274,irm,50,0.2
SU11274,irm,100,0.21
SU11274,within_tissue,10,0.1
SU11274,within_tissue,50,0.1
SU11274,within_tissue,100,0.14
SU11274,dann,10,0.0
SU11274,dann,50,0.2
SU11274,dann,100,0.22
SU11274,adae,10,0.4
SU11274,adae,50,0.26
SU11274,adae,100,0.26
Saracatinib,marginal,10,0.2
Saracatinib,marginal,50,0.16
Saracatinib,marginal,100,0.22
Saracatinib,residualized,10,0.2
Saracatinib,residualized,50,0.2
Saracatinib,residualized,100,0.19
Saracatinib,irm,10,0.3
Saracatinib,irm,50,0.18
Saracatinib,irm,100,0.21
Saracatinib,within_tissue,10,0.0
Saracatinib,within_tissue,50,0.04
Saracatinib,within_tissue,100,0.15
Saracatinib,dann,10,0.3
Saracatinib,dann,50,0.18
Saracatinib,dann,100,0.17
Saracatinib,adae,10,0.0
Saracatinib,adae,50,0.2
Saracatinib,adae,100,0.14
Selisistat,marginal,10,0.5
Selisistat,marginal,50,0.42
Selisistat,marginal,100,0.42
Selisistat,residualized,10,0.1
Selisistat,residualized,50,0.08
Selisistat,residualized,100,0.11
Selisistat,irm,10,0.6
Selisistat,irm,50,0.38
Selisistat,irm,100,0.39
Selisistat,within_tissue,10,0.4
Selisistat,within_tissue,50,0.34
Selisistat,within_tissue,100,0.4
Selisistat,dann,10,0.3
Selisistat,dann,50,0.38
Selisistat,dann,100,0.37
Selisistat,adae,10,0.2
Selisistat,adae,50,0.08
Selisistat,adae,100,0.11
Selumetinib,marginal,10,0.4
Selumetinib,marginal,50,0.22
Selumetinib,marginal,100,0.24
Selumetinib,residualized,10,0.2
Selumetinib,residualized,50,0.1
Selumetinib,residualized,100,0.15
Selumetinib,irm,10,0.2
Selumetinib,irm,50,0.2
Selumetinib,irm,100,0.27
Selumetinib,within_tissue,10,0.1
Selumetinib,within_tissue,50,0.1
Selumetinib,within_tissue,100,0.13
Selumetinib,dann,10,0.2
Selumetinib,dann,50,0.2
Selumetinib,dann,100,0.17
Selumetinib,adae,10,0.4
Selumetinib,adae,50,0.28
Selumetinib,adae,100,0.21
Sepantronium_bromide,marginal,10,0.1
Sepantronium_bromide,marginal,50,0.3
Sepantronium_bromide,marginal,100,0.3
Sepantronium_bromide,residualized,10,0.1
Sepantronium_bromide,residualized,50,0.16
Sepantronium_bromide,residualized,100,0.2
Sepantronium_bromide,irm,10,0.2
Sepantronium_bromide,irm,50,0.28
Sepantronium_bromide,irm,100,0.24
Sepantronium_bromide,within_tissue,10,0.0
Sepantronium_bromide,within_tissue,50,0.16
Sepantronium_bromide,within_tissue,100,0.22
Sepantronium_bromide,dann,10,0.2
Sepantronium_bromide,dann,50,0.24
Sepantronium_bromide,dann,100,0.23
Sepantronium_bromide,adae,10,0.4
Sepantronium_bromide,adae,50,0.28
Sepantronium_bromide,adae,100,0.23
Serdemetan,marginal,10,0.1
Serdemetan,marginal,50,0.26
Serdemetan,marginal,100,0.31
Serdemetan,residualized,10,0.0
Serdemetan,residualized,50,0.04
Serdemetan,residualized,100,0.08
Serdemetan,irm,10,0.0
Serdemetan,irm,50,0.26
Serdemetan,irm,100,0.28
Serdemetan,within_tissue,10,0.0
Serdemetan,within_tissue,50,0.18
Serdemetan,within_tissue,100,0.15
Serdemetan,dann,10,0.1
Serdemetan,dann,50,0.14
Serdemetan,dann,100,0.22
Serdemetan,adae,10,0.1
Serdemetan,adae,50,0.24
Serdemetan,adae,100,0.31
Sonidegib,marginal,10,0.6
Sonidegib,marginal,50,0.32
Sonidegib,marginal,100,0.3
Sonidegib,residualized,10,0.2
Sonidegib,residualized,50,0.06
Sonidegib,residualized,100,0.12
Sonidegib,irm,10,0.2
Sonidegib,irm,50,0.22
Sonidegib,irm,100,0.23
Sonidegib,within_tissue,10,0.5
Sonidegib,within_tissue,50,0.26
Sonidegib,within_tissue,100,0.25
Sonidegib,dann,10,0.3
Sonidegib,dann,50,0.26
Sonidegib,dann,100,0.25
Sonidegib,adae,10,0.0
Sonidegib,adae,50,0.06
Sonidegib,adae,100,0.13
Sorafenib,marginal,10,0.4
Sorafenib,marginal,50,0.46
Sorafenib,marginal,100,0.37
Sorafenib,residualized,10,0.0
Sorafenib,residualized,50,0.12
Sorafenib,residualized,100,0.16
Sorafenib,irm,10,0.4
Sorafenib,irm,50,0.38
Sorafenib,irm,100,0.34
Sorafenib,within_tissue,10,0.2
Sorafenib,within_tissue,50,0.18
Sorafenib,within_tissue,100,0.26
Sorafenib,dann,10,0.2
Sorafenib,dann,50,0.3
Sorafenib,dann,100,0.27
Sorafenib,adae,10,0.1
Sorafenib,adae,50,0.28
Sorafenib,adae,100,0.28
Sphingosine_Kinase_1_Inhibitor_II,marginal,10,0.2
Sphingosine_Kinase_1_Inhibitor_II,marginal,50,0.36
Sphingosine_Kinase_1_Inhibitor_II,marginal,100,0.32
Sphingosine_Kinase_1_Inhibitor_II,residualized,10,0.1
Sphingosine_Kinase_1_Inhibitor_II,residualized,50,0.1
Sphingosine_Kinase_1_Inhibitor_II,residualized,100,0.09
Sphingosine_Kinase_1_Inhibitor_II,irm,10,0.3
Sphingosine_Kinase_1_Inhibitor_II,irm,50,0.36
Sphingosine_Kinase_1_Inhibitor_II,irm,100,0.29
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,10,0.0
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,50,0.24
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,100,0.24
Sphingosine_Kinase_1_Inhibitor_II,dann,10,0.3
Sphingosine_Kinase_1_Inhibitor_II,dann,50,0.22
Sphingosine_Kinase_1_Inhibitor_II,dann,100,0.28
