item,method,K,contamination
L-685458,dann,50,0.36
L-685458,dann,100,0.34
L-685458,adae,10,0.4
L-685458,adae,50,0.32
L-685458,adae,100,0.29
LE-135,marginal,10,0.3
LE-135,marginal,50,0.26
LE-135,marginal,100,0.29
LE-135,residualized,10,0.0
LE-135,residualized,50,0.02
LE-135,residualized,100,0.08
LE-135,irm,10,0.1
LE-135,irm,50,0.24
LE-135,irm,100,0.28
LE-135,within_tissue,10,0.1
LE-135,within_tissue,50,0.16
LE-135,within_tissue,100,0.21
LE-135,dann,10,0.1
LE-135,dann,50,0.28
LE-135,dann,100,0.25
LE-135,adae,10,0.1
LE-135,adae,50,0.16
LE-135,adae,100,0.22
LRRK2-IN-1,marginal,10,0.5
LRRK2-IN-1,marginal,50,0.44
LRRK2-IN-1,marginal,100,0.43
LRRK2-IN-1,residualized,10,0.0
LRRK2-IN-1,residualized,50,0.06
LRRK2-IN-1,residualized,100,0.14
LRRK2-IN-1,irm,10,0.5
LRRK2-IN-1,irm,50,0.36
LRRK2-IN-1,irm,100,0.36
LRRK2-IN-1,within_tissue,10,0.4
LRRK2-IN-1,within_tissue,50,0.26
LRRK2-IN-1,within_tissue,100,0.25
LRRK2-IN-1,dann,10,0.2
LRRK2-IN-1,dann,50,0.34
LRRK2-IN-1,dann,100,0.28
LRRK2-IN-1,adae,10,0.7
LRRK2-IN-1,adae,50,0.7
LRRK2-IN-1,adae,100,0.62
LY-2183240,marginal,10,0.4
LY-2183240,marginal,50,0.26
LY-2183240,marginal,100,0.26
LY-2183240,residualized,10,0.2
LY-2183240,residualized,50,0.18
LY-2183240,residualized,100,0.15
LY-2183240,irm,10,0.2
LY-2183240,irm,50,0.2
LY-2183240,irm,100,0.25
LY-2183240,within_tissue,10,0.3
LY-2183240,within_tissue,50,0.14
LY-2183240,within_tissue,100,0.14
LY-2183240,dann,10,0.3
LY-2183240,dann,50,0.24
LY-2183240,dann,100,0.19
LY-2183240,adae,10,0.6
LY-2183240,adae,50,0.42
LY-2183240,adae,100,0.35
Lapatinib,marginal,10,0.0
Lapatinib,marginal,50,0.16
Lapatinib,marginal,100,0.2
Lapatinib,residualized,10,0.1
Lapatinib,residualized,50,0.1
Lapatinib,residualized,100,0.15
Lapatinib,irm,10,0.0
Lapatinib,irm,50,0.2
Lapatinib,irm,100,0.2
Lapatinib,within_tissue,10,0.0
Lapatinib,within_tissue,50,0.04
Lapatinib,within_tissue,100,0.12
Lapatinib,dann,10,0.1
Lapatinib,dann,50,0.16
Lapatinib,dann,100,0.2
Lapatinib,adae,10,0.1
Lapatinib,adae,50,0.14
Lapatinib,adae,100,0.16
Linifanib,marginal,10,0.2
Linifanib,marginal,50,0.32
Linifanib,marginal,100,0.28
Linifanib,residualized,10,0.0
Linifanib,residualized,50,0.14
Linifanib,residualized,100,0.16
Linifanib,irm,10,0.4
Linifanib,irm,50,0.4
Linifanib,irm,100,0.32
Linifanib,within_tissue,10,0.1
Linifanib,within_tissue,50,0.14
Linifanib,within_tissue,100,0.2
Linifanib,dann,10,0.1
Linifanib,dann,50,0.26
Linifanib,dann,100,0.25
Linifanib,adae,10,0.4
Linifanib,adae,50,0.38
Linifanib,adae,100,0.43
Linsitinib,marginal,10,0.2
Linsitinib,marginal,50,0.16
Linsitinib,marginal,100,0.27
Linsitinib,residualized,10,0.1
Linsitinib,residualized,50,0.16
Linsitinib,residualized,100,0.14
Linsitinib,irm,10,0.4
Linsitinib,irm,50,0.2
Linsitinib,irm,100,0.3
Linsitinib,within_tissue,10,0.1
Linsitinib,within_tissue,50,0.1
Linsitinib,within_tissue,100,0.21
Linsitinib,dann,10,0.1
Linsitinib,dann,50,0.14
Linsitinib,dann,100,0.2
Linsitinib,adae,10,0.1
Linsitinib,adae,50,0.12
Linsitinib,adae,100,0.13
MG-132,marginal,10,0.3
MG-132,marginal,50,0.3
MG-132,marginal,100,0.26
MG-132,residualized,10,0.0
MG-132,residualized,50,0.08
MG-132,residualized,100,0.1
MG-132,irm,10,0.5
MG-132,irm,50,0.26
MG-132,irm,100,0.23
MG-132,within_tissue,10,0.2
MG-132,within_tissue,50,0.12
MG-132,within_tissue,100,0.15
MG-132,dann,10,0.3
MG-132,dann,50,0.2
MG-132,dann,100,0.15
MG-132,adae,10,0.2
MG-132,adae,50,0.16
MG-132,adae,100,0.16
MGCD-265,marginal,10,0.5
MGCD-265,marginal,50,0.38
MGCD-265,marginal,100,0.37
MGCD-265,residualized,10,0.2
MGCD-265,residualized,50,0.08
MGCD-265,residualized,100,0.11
MGCD-265,irm,10,0.6
MGCD-265,irm,50,0.48
MGCD-265,irm,100,0.39
MGCD-265,within_tissue,10,0.2
MGCD-265,within_tissue,50,0.2
MGCD-265,within_tissue,100,0.23
MGCD-265,dann,10,0.2
MGCD-265,dann,50,0.3
MGCD-265,dann,100,0.31
MGCD-265,adae,10,0.3
MGCD-265,adae,50,0.38
MGCD-265,adae,100,0.46
MI-2,marginal,10,0.3
MI-2,marginal,50,0.46
MI-2,marginal,100,0.41
MI-2,residualized,10,0.3
MI-2,residualized,50,0.18
MI-2,residualized,100,0.16
MI-2,irm,10,0.2
MI-2,irm,50,0.32
MI-2,irm,100,0.33
MI-2,within_tissue,10,0.1
MI-2,within_tissue,50,0.16
MI-2,within_tissue,100,0.21
MI-2,dann,10,0.3
MI-2,dann,50,0.3
MI-2,dann,100,0.24
MI-2,adae,10,0.4
MI-2,adae,50,0.16
MI-2,adae,100,0.22
MIRA-1,marginal,10,0.1
MIRA-1,marginal,50,0.24
MIRA-1,marginal,100,0.26
MIRA-1,residualized,10,0.0
MIRA-1,residualized,50,0.04
MIRA-1,residualized,100,0.08
MIRA-1,irm,10,0.4
MIRA-1,irm,50,0.32
MIRA-1,irm,100,0.25
MIRA-1,within_tissue,10,0.0
MIRA-1,within_tissue,50,0.12
MIRA-1,within_tissue,100,0.16
MIRA-1,dann,10,0.1
MIRA-1,dann,50,0.22
MIRA-1,dann,100,0.25
MIRA-1,adae,10,0.4
MIRA-1,adae,50,0.22
MIRA-1,adae,100,0.27
MK-1775,marginal,10,0.1
MK-1775,marginal,50,0.3
MK-1775,marginal,100,0.3
MK-1775,residualized,10,0.2
MK-1775,residualized,50,0.18
MK-1775,residualized,100,0.15
MK-1775,irm,10,0.1
MK-1775,irm,50,0.2
MK-1775,irm,100,0.17
MK-1775,within_tissue,10,0.0
MK-1775,within_tissue,50,0.1
MK-1775,within_tissue,100,0.14
MK-1775,dann,10,0.1
MK-1775,dann,50,0.14
MK-1775,dann,100,0.15
MK-1775,adae,10,0.2
MK-1775,adae,50,0.44
MK-1775,adae,100,0.44
MK-2206,marginal,10,0.3
MK-2206,marginal,50,0.34
MK-2206,marginal,100,0.3
MK-2206,residualized,10,0.0
MK-2206,residualized,50,0.18
MK-2206,residualized,100,0.18
MK-2206,irm,10,0.2
MK-2206,irm,50,0.34
MK-2206,irm,100,0.31
MK-2206,within_tissue,10,0.1
MK-2206,within_tissue,50,0.14
MK-2206,within_tissue,100,0.2
MK-2206,dann,10,0.2
MK-2206,dann,50,0.2
MK-2206,dann,100,0.22
MK-2206,adae,10,0.6
MK-2206,adae,50,0.32
MK-2206,adae,100,0.38
ML-031,marginal,10,0.4
ML-031,marginal,50,0.4
ML-031,marginal,100,0.39
ML-031,residualized,10,0.1
ML-031,residualized,50,0.06
ML-031,residualized,100,0.1
ML-031,irm,10,0.5
ML-031,irm,50,0.42
ML-031,irm,100,0.37
ML-031,within_tissue,10,0.2
ML-031,within_tissue,50,0.36
ML-031,within_tissue,100,0.37
ML-031,dann,10,0.5
ML-031,dann,50,0.34
ML-031,dann,100,0.33
ML-031,adae,10,0.4
ML-031,adae,50,0.46
ML-031,adae,100,0.47
ML006,marginal,10,0.4
ML006,marginal,50,0.4
ML006,marginal,100,0.4
ML006,residualized,10,0.1
ML006,residualized,50,0.06
ML006,residualized,100,0.1
ML006,irm,10,0.6
ML006,irm,50,0.44
ML006,irm,100,0.46
ML006,within_tissue,10,0.3
ML006,within_tissue,50,0.34
ML006,within_tissue,100,0.35
ML006,dann,10,0.1
ML006,dann,50,0.36
ML006,dann,100,0.33
ML006,adae,10,0.1
ML006,adae,50,0.12
ML006,adae,100,0.16
ML029,marginal,10,0.6
ML029,marginal,50,0.48
ML029,marginal,100,0.4
ML029,residualized,10,0.1
ML029,residualized,50,0.18
ML029,residualized,100,0.17
ML029,irm,10,0.6
ML029,irm,50,0.52
ML029,irm,100,0.4
ML029,within_tissue,10,0.2
ML029,within_tissue,50,0.32
ML029,within_tissue,100,0.37
ML029,dann,10,0.5
ML029,dann,50,0.42
ML029,dann,100,0.42
ML029,adae,10,0.2
ML029,adae,50,0.32
ML029,adae,100,0.26
ML050,marginal,10,0.7
ML050,marginal,50,0.52
ML050,marginal,100,0.44
ML050,residualized,10,0.1
ML050,residualized,50,0.08
ML050,residualized,100,0.08
ML050,irm,10,0.6
ML050,irm,50,0.52
ML050,irm,100,0.46
ML050,within_tissue,10,0.5
ML050,within_tissue,50,0.44
ML050,within_tissue,100,0.39
ML050,dann,10,0.6
ML050,dann,50,0.48
ML050,dann,100,0.46
ML050,adae,10,0.6
ML050,adae,50,0.58
ML050,adae,100,0.55
ML162,marginal,10,0.2
ML162,marginal,50,0.2
ML162,marginal,100,0.2
ML162,residualized,10,0.4
ML162,residualized,50,0.22
ML162,residualized,100,0.18
ML162,irm,10,0.3
ML162,irm,50,0.22
ML162,irm,100,0.16
ML162,within_tissue,10,0.1
ML162,within_tissue,50,0.06
ML162,within_tissue,100,0.12
ML162,dann,10,0.3
ML162,dann,50,0.24
ML162,dann,100,0.25
ML162,adae,10,0.3
ML162,adae,50,0.22
ML162,adae,100,0.29
ML203,marginal,10,0.0
ML203,marginal,50,0.18
ML203,marginal,100,0.27
ML203,residualized,10,0.0
ML203,residualized,50,0.06
ML203,residualized,100,0.07
ML203,irm,10,0.2
ML203,irm,50,0.2
ML203,irm,100,0.29
ML203,within_tissue,10,0.0
ML203,within_tissue,50,0.26
ML203,within_tissue,100,0.28
ML203,dann,10,0.0
ML203,dann,50,0.16
ML203,dann,100,0.19
ML203,adae,10,0.2
ML203,adae,50,0.2
ML203,adae,100,0.19
ML210,marginal,10,0.3
ML210,marginal,50,0.38
ML210,marginal,100,0.29
ML210,residualized,10,0.2
ML210,residualized,50,0.26
ML210,residualized,100,0.19
ML210,irm,10,0.3
ML210,irm,50,0.3
ML210,irm,100,0.23
ML210,within_tissue,10,0.0
ML210,within_tissue,50,0.2
ML210,within_tissue,100,0.15
ML210,dann,10,0.2
ML210,dann,50,0.26
ML210,dann,100,0.28
ML210,adae,10,0.5
ML210,adae,50,0.42
ML210,adae,100,0.32
ML239,marginal,10,0.3
ML239,marginal,50,0.3
ML239,marginal,100,0.34
ML239,residualized,10,0.1
ML239,residualized,50,0.12
ML239,residualized,100,0.16
ML239,irm,10,0.2
ML239,irm,50,0.2
ML239,irm,100,0.26
ML239,within_tissue,10,0.1
ML239,within_tissue,50,0.14
ML239,within_tissue,100,0.21
ML239,dann,10,0.3
ML239,dann,50,0.24
ML239,dann,100,0.28
ML239,adae,10,0.1
ML239,adae,50,0.2
ML239,adae,100,0.19
ML311,marginal,10,0.3
ML311,marginal,50,0.4
ML311,marginal,100,0.38
ML311,residualized,10,0.0
ML311,residualized,50,0.06
ML311,residualized,100,0.15
ML311,irm,10,0.3
ML311,irm,50,0.24
ML311,irm,100,0.34
ML311,within_tissue,10,0.1
ML311,within_tissue,50,0.2
ML311,within_tissue,100,0.24
ML311,dann,10,0.2
ML311,dann,50,0.2
ML311,dann,100,0.21
ML311,adae,10,0.3
ML311,adae,50,0.36
ML311,adae,100,0.42
ML320,marginal,10,0.2
ML320,marginal,50,0.2
ML320,marginal,100,0.23
ML320,residualized,10,0.2
ML320,residualized,50,0.12
ML320,residualized,100,0.14
ML320,irm,10,0.1
ML320,irm,50,0.24
ML320,irm,100,0.23
ML320,within_tissue,10,0.0
ML320,within_tissue,50,0.1
ML320,within_tissue,100,0.11
ML320,dann,10,0.1
ML320,dann,50,0.18
ML320,dann,100,0.17
ML320,adae,10,0.2
ML320,adae,50,0.18
ML320,adae,100,0.16
MLN2238,marginal,10,0.0
MLN2238,marginal,50,0.12
MLN2238,marginal,100,0.18
MLN2238,residualized,10,0.1
MLN2238,residualized,50,0.02
MLN2238,residualized,100,0.1
MLN2238,irm,10,0.2
MLN2238,irm,50,0.18
MLN2238,irm,100,0.22
MLN2238,within_tissue,10,0.0
MLN2238,within_tissue,50,0.02
MLN2238,within_tissue,100,0.06
MLN2238,dann,10,0.1
MLN2238,dann,50,0.1
MLN2238,dann,100,0.15
MLN2238,adae,10,0.4
MLN2238,adae,50,0.4
MLN2238,adae,100,0.33
MLN2480,marginal,10,0.2
MLN2480,marginal,50,0.38
MLN2480,marginal,100,0.39
MLN2480,residualized,10,0.1
MLN2480,residualized,50,0.14
MLN2480,residualized,100,0.1
MLN2480,irm,10,0.5
MLN2480,irm,50,0.5
MLN2480,irm,100,0.42
MLN2480,within_tissue,10,0.3
MLN2480,within_tissue,50,0.16
MLN2480,within_tissue,100,0.26
MLN2480,dann,10,0.1
MLN2480,dann,50,0.28
MLN2480,dann,100,0.29
MLN2480,adae,10,0.0
MLN2480,adae,50,0.16
MLN2480,adae,100,0.18
MLS003179190,marginal,10,0.7
MLS003179190,marginal,50,0.48
MLS003179190,marginal,100,0.49
MLS003179190,residualized,10,0.1
MLS003179190,residualized,50,0.06
MLS003179190,residualized,100,0.09
MLS003179190,irm,10,0.4
MLS003179190,irm,50,0.34
MLS003179190,irm,100,0.32
MLS003179190,within_tissue,10,0.7
MLS003179190,within_tissue,50,0.46
MLS003179190,within_tissue,100,0.41
MLS003179190,dann,10,0.5
MLS003179190,dann,50,0.44
MLS003179190,dann,100,0.4
MLS003179190,adae,10,0.2
MLS003179190,adae,50,0.16
MLS003179190,adae,100,0.27
Masitinib,marginal,10,0.4
Masitinib,marginal,50,0.36
Masitinib,marginal,100,0.34
Masitinib,residualized,10,0.1
Masitinib,residualized,50,0.1
Masitinib,residualized,100,0.09
Masitinib,irm,10,0.4
Masitinib,irm,50,0.32
Masitinib,irm,100,0.34
Masitinib,within_tissue,10,0.3
Masitinib,within_tissue,50,0.24
Masitinib,within_tissue,100,0.26
Masitinib,dann,10,0.4
Masitinib,dann,50,0.34
Masitinib,dann,100,0.32
Masitinib,adae,10,0.2
Masitinib,adae,50,0.4
Masitinib,adae,100,0.33
Mdivi-1,marginal,10,0.6
Mdivi-1,marginal,50,0.4
Mdivi-1,marginal,100,0.37
Mdivi-1,residualized,10,0.1
Mdivi-1,residualized,50,0.16
Mdivi-1,residualized,100,0.14
Mdivi-1,irm,10,0.4
Mdivi-1,irm,50,0.38
Mdivi-1,irm,100,0.36
Mdivi-1,within_tissue,10,0.5
Mdivi-1,within_tissue,50,0.3
Mdivi-1,within_tissue,100,0.28
Mdivi-1,dann,10,0.7
Mdivi-1,dann,50,0.34
Mdivi-1,dann,100,0.3
Mdivi-1,adae,10,0.1
Mdivi-1,adae,50,0.24
Mdivi-1,adae,100,0.25
Methotrexate,marginal,10,0.0
Methotrexate,marginal,50,0.08
Methotrexate,marginal,100,0.13
Methotrexate,residualized,10,0.2
Methotrexate,residualized,50,0.06
Methotrexate,residualized,100,0.08
Methotrexate,irm,10,0.0
Methotrexate,irm,50,0.04
Methotrexate,irm,100,0.1
Methotrexate,within_tissue,10,0.0
Methotrexate,within_tissue,50,0.06
Methotrexate,within_tissue,100,0.06
Methotrexate,dann,10,0.0
Methotrexate,dann,50,0.12
Methotrexate,dann,100,0.15
Methotrexate,adae,10,0.2
Methotrexate,adae,50,0.1
Methotrexate,adae,100,0.13
Mitomycin-C,marginal,10,0.3
Mitomycin-C,marginal,50,0.2
Mitomycin-C,marginal,100,0.26
Mitomycin-C,residualized,10,0.1
Mitomycin-C,residualized,50,0.1
Mitomycin-C,residualized,100,0.13
Mitomycin-C,irm,10,0.3
Mitomycin-C,irm,50,0.18
Mitomycin-C,irm,100,0.21
Mitomycin-C,within_tissue,10,0.1
Mitomycin-C,within_tissue,50,0.1
Mitomycin-C,within_tissue,100,0.12
Mitomycin-C,dann,10,0.3
Mitomycin-C,dann,50,0.16
Mitomycin-C,dann,100,0.19
Mitomycin-C,adae,10,0.1
Mitomycin-C,adae,50,0.14
Mitomycin-C,adae,100,0.21
N9-isopropylolomoucine,marginal,10,0.3
N9-isopropylolomoucine,marginal,50,0.28
N9-isopropylolomoucine,marginal,100,0.33
N9-isopropylolomoucine,residualized,10,0.0
N9-isopropylolomoucine,residualized,50,0.04
N9-isopropylolomoucine,residualized,100,0.08
N9-isopropylolomoucine,irm,10,0.4
N9-isopropylolomoucine,irm,50,0.36
N9-isopropylolomoucine,irm,100,0.35
N9-isopropylolomoucine,within_tissue,10,0.1
N9-isopropylolomoucine,within_tissue,50,0.18
N9-isopropylolomoucine,within_tissue,100,0.2
N9-isopropylolomoucine,dann,10,0.3
N9-isopropylolomoucine,dann,50,0.32
N9-isopropylolomoucine,dann,100,0.31
N9-isopropylolomoucine,adae,10,0.1
N9-isopropylolomoucine,adae,50,0.16
N9-isopropylolomoucine,adae,100,0.21
NPC-26,marginal,10,0.4
NPC-26,marginal,50,0.48
NPC-26,marginal,100,0.41
NPC-26,residualized,10,0.1
NPC-26,residualized,50,0.1
NPC-26,residualized,100,0.09
NPC-26,irm,10,0.1
NPC-26,irm,50,0.26
NPC-26,irm,100,0.31
NPC-26,within_tissue,10,0.2
NPC-26,within_tissue,50,0.32
NPC-26,within_tissue,100,0.25
NPC-26,dann,10,0.1
NPC-26,dann,50,0.24
NPC-26,dann,100,0.24
NPC-26,adae,10,0.0
NPC-26,adae,50,0.08
NPC-26,adae,100,0.09
NSC23766,marginal,10,0.4
NSC23766,marginal,50,0.38
NSC23766,marginal,100,0.36
NSC23766,residualized,10,0.3
NSC23766,residualized,50,0.22
NSC23766,residualized,100,0.22
NSC23766,irm,10,0.3
NSC23766,irm,50,0.3
NSC23766,irm,100,0.28
NSC23766,within_tissue,10,0.1
NSC23766,within_tissue,50,0.3
NSC23766,within_tissue,100,0.27
NSC23766,dann,10,0.4
NSC23766,dann,50,0.38
NSC23766,dann,100,0.28
NSC23766,adae,10,0.7
NSC23766,adae,50,0.5
NSC23766,adae,100,0.41
NSC48300,marginal,10,0.3
NSC48300,marginal,50,0.26
NSC48300,marginal,100,0.35
NSC48300,residualized,10,0.0
NSC48300,residualized,50,0.04
NSC48300,residualized,100,0.07
NSC48300,irm,10,0.3
NSC48300,irm,50,0.24
NSC48300,irm,100,0.3
NSC48300,within_tissue,10,0.1
NSC48300,within_tissue,50,0.16
NSC48300,within_tissue,100,0.25
NSC48300,dann,10,0.1
NSC48300,dann,50,0.26
NSC48300,dann,100,0.25
NSC48300,adae,10,0.4
NSC48300,adae,50,0.32
NSC48300,adae,100,0.32
NSC632839,marginal,10,0.1
NSC632839,marginal,50,0.16
NSC632839,marginal,100,0.2
NSC632839,residualized,10,0.1
NSC632839,residualized,50,0.12
NSC632839,residualized,100,0.14
NSC632839,irm,10,0.1
NSC632839,irm,50,0.14
NSC632839,irm,100,0.19
NSC632839,within_tissue,10,0.0
NSC632839,within_tissue,50,0.1
NSC632839,within_tissue,100,0.12
NSC632839,dann,10,0.2
NSC632839,dann,50,0.12
NSC632839,dann,100,0.16
NSC632839,adae,10,0.2
NSC632839,adae,50,0.26
NSC632839,adae,100,0.21
NSC95397,marginal,10,0.3
NSC95397,marginal,50,0.38
NSC95397,marginal,100,0.39
NSC95397,residualized,10,0.1
NSC95397,residualized,50,0.08
NSC95397,residualized,100,0.13
NSC95397,irm,10,0.4
NSC95397,irm,50,0.36
NSC95397,irm,100,0.37
NSC95397,within_tissue,10,0.0
NSC95397,within_tissue,50,0.26
NSC95397,within_tissue,100,0.33
NSC95397,dann,10,0.3
NSC95397,dann,50,0.34
NSC95397,dann,100,0.32
NSC95397,adae,10,0.4
NSC95397,adae,50,0.46
NSC95397,adae,100,0.44
NSC_74859,marginal,10,0.2
NSC_74859,marginal,50,0.3
NSC_74859,marginal,100,0.33
NSC_74859,residualized,10,0.0
NSC_74859,residualized,50,0.16
NSC_74859,residualized,100,0.14
NSC_74859,irm,10,0.4
NSC_74859,irm,50,0.28
NSC_74859,irm,100,0.32
NSC_74859,within_tissue,10,0.3
NSC_74859,within_tissue,50,0.28
NSC_74859,within_tissue,100,0.3
NSC_74859,dann,10,0.2
NSC_74859,dann,50,0.22
NSC_74859,dann,100,0.29
NSC_74859,adae,10,0.0
NSC_74859,adae,50,0.06
NSC_74859,adae,100,0.16
NVP-231,marginal,10,0.4
NVP-231,marginal,50,0.3
NVP-231,marginal,100,0.36
NVP-231,residualized,10,0.0
NVP-231,residualized,50,0.1
NVP-231,residualized,100,0.13
NVP-231,irm,10,0.4
NVP-231,irm,50,0.26
NVP-231,irm,100,0.27
NVP-231,within_tissue,10,0.3
NVP-231,within_tissue,50,0.2
NVP-231,within_tissue,100,0.26
NVP-231,dann,10,0.4
NVP-231,dann,50,0.2
NVP-231,dann,100,0.18
NVP-231,adae,10,0.4
NVP-231,adae,50,0.42
NVP-231,adae,100,0.43
NVP-ADW742,marginal,10,0.2
NVP-ADW742,marginal,50,0.26
NVP-ADW742,marginal,100,0.3
NVP-ADW742,residualized,10,0.0
NVP-ADW742,residualized,50,0.04
NVP-ADW742,residualized,100,0.1
NVP-ADW742,irm,10,0.3
NVP-ADW742,irm,50,0.3
NVP-ADW742,irm,100,0.27
NVP-ADW742,within_tissue,10,0.1
NVP-ADW742,within_tissue,50,0.14
NVP-ADW742,within_tissue,100,0.19
NVP-ADW742,dann,10,0.1
NVP-ADW742,dann,50,0.14
NVP-ADW742,dann,100,0.17
NVP-ADW742,adae,10,0.0
NVP-ADW742,adae,50,0.16
NVP-ADW742,adae,100,0.16
NVP-BSK805,marginal,10,0.5
NVP-BSK805,marginal,50,0.4
NVP-BSK805,marginal,100,0.32
NVP-BSK805,residualized,10,0.1
NVP-BSK805,residualized,50,0.2
NVP-BSK805,residualized,100,0.13
NVP-BSK805,irm,10,0.6
NVP-BSK805,irm,50,0.3
NVP-BSK805,irm,100,0.32
NVP-BSK805,within_tissue,10,0.2
NVP-BSK805,within_tissue,50,0.3
NVP-BSK805,within_tissue,100,0.23
NVP-BSK805,dann,10,0.3
NVP-BSK805,dann,50,0.28
NVP-BSK805,dann,100,0.28
NVP-BSK805,adae,10,0.3
NVP-BSK805,adae,50,0.4
NVP-BSK805,adae,100,0.43
Navitoclax,marginal,10,0.3
Navitoclax,marginal,50,0.18
Navitoclax,marginal,100,0.19
Navitoclax,residualized,10,0.1
Navitoclax,residualized,50,0.14
Navitoclax,residualized,100,0.15
Navitoclax,irm,10,0.1
Navitoclax,irm,50,0.14
Navitoclax,irm,100,0.13
Navitoclax,within_tissue,10,0.1
Navitoclax,within_tissue,50,0.02
Navitoclax,within_tissue,100,0.06
Navitoclax,dann,10,0.1
Navitoclax,dann,50,0.18
Navitoclax,dann,100,0.22
Navitoclax,adae,10,0.1
Navitoclax,adae,50,0.1
Navitoclax,adae,100,0.12
Neuronal_differentiation_inducer_III,marginal,10,0.1
Neuronal_differentiation_inducer_III,marginal,50,0.36
Neuronal_differentiation_inducer_III,marginal,100,0.34
Neuronal_differentiation_inducer_III,residualized,10,0.1
Neuronal_differentiation_inducer_III,residualized,50,0.1
Neuronal_differentiation_inducer_III,residualized,100,0.12
Neuronal_differentiation_inducer_III,irm,10,0.2
Neuronal_differentiation_inducer_III,irm,50,0.36
Neuronal_differentiation_inducer_III,irm,100,0.35
Neuronal_differentiation_inducer_III,within_tissue,10,0.1
Neuronal_differentiation_inducer_III,within_tissue,50,0.22
Neuronal_differentiation_inducer_III,within_tissue,100,0.25
Neuronal_differentiation_inducer_III,dann,10,0.1
Neuronal_differentiation_inducer_III,dann,50,0.24
Neuronal_differentiation_inducer_III,dann,100,0.26
Neuronal_differentiation_inducer_III,adae,10,0.4
Neuronal_differentiation_inducer_III,adae,50,0.38
Neuronal_differentiation_inducer_III,adae,100,0.41
Nilotinib,marginal,10,0.4
Nilotinib,marginal,50,0.34
Nilotinib,marginal,100,0.38
Nilotinib,residualized,10,0.0
Nilotinib,residualized,50,0.14
Nilotinib,residualized,100,0.17
Nilotinib,irm,10,0.2
Nilotinib,irm,50,0.44
Nilotinib,irm,100,0.37
Nilotinib,within_tissue,10,0.2
Nilotinib,within_tissue,50,0.14
Nilotinib,within_tissue,100,0.18
Nilotinib,dann,10,0.3
Nilotinib,dann,50,0.24
Nilotinib,dann,100,0.23
Nilotinib,adae,10,0.2
Nilotinib,adae,50,0.22
Nilotinib,adae,100,0.2
Nintedanib,marginal,10,0.3
Nintedanib,marginal,50,0.44
Nintedanib,marginal,100,0.38
Nintedanib,residualized,10,0.1
Nintedanib,residualized,50,0.04
Nintedanib,residualized,100,0.1
Nintedanib,irm,10,0.8
Nintedanib,irm,50,0.48
Nintedanib,irm,100,0.48
Nintedanib,within_tissue,10,0.0
Nintedanib,within_tissue,50,0.22
Nintedanib,within_tissue,100,0.23
Nintedanib,dann,10,0.3
Nintedanib,dann,50,0.36
Nintedanib,dann,100,0.35
Nintedanib,adae,10,0.4
Nintedanib,adae,50,0.34
Nintedanib,adae,100,0.33
Nutlin-3,marginal,10,0.0
Nutlin-3,marginal,50,0.34
Nutlin-3,marginal,100,0.3
Nutlin-3,residualized,10,0.0
Nutlin-3,residualized,50,0.12
Nutlin-3,residualized,100,0.09
Nutlin-3,irm,10,0.2
Nutlin-3,irm,50,0.28
Nutlin-3,irm,100,0.35
Nutlin-3,within_tissue,10,0.0
Nutlin-3,within_tissue,50,0.18
Nutlin-3,within_tissue,100,0.22
Nutlin-3,dann,10,0.0
Nutlin-3,dann,50,0.36
Nutlin-3,dann,100,0.29
Nutlin-3,adae,10,0.0
Nutlin-3,adae,50,0.16
Nutlin-3,adae,100,0.18
O-6-benzylguanine,marginal,10,0.4
O-6-benzylguanine,marginal,50,0.4
O-6-benzylguanine,marginal,100,0.34
O-6-benzylguanine,residualized,10,0.0
O-6-benzylguanine,residualized,50,0.08
O-6-benzylguanine,residualized,100,0.11
O-6-benzylguanine,irm,10,0.7
O-6-benzylguanine,irm,50,0.48
O-6-benzylguanine,irm,100,0.36
O-6-benzylguanine,within_tissue,10,0.3
O-6-benzylguanine,within_tissue,50,0.3
O-6-benzylguanine,within_tissue,100,0.27
O-6-benzylguanine,dann,10,0.3
O-6-benzylguanine,dann,50,0.42
O-6-benzylguanine,dann,100,0.36
O-6-benzylguanine,adae,10,0.4
O-6-benzylguanine,adae,50,0.22
O-6-benzylguanine,adae,100,0.24
OSI-027,marginal,10,0.3
OSI-027,marginal,50,0.22
OSI-027,marginal,100,0.22
OSI-027,residualized,10,0.0
OSI-027,residualized,50,0.1
OSI-027,residualized,100,0.08
OSI-027,irm,10,0.3
OSI-027,irm,50,0.22
OSI-027,irm,100,0.24
OSI-027,within_tissue,10,0.1
OSI-027,within_tissue,50,0.12
OSI-027,within_tissue,100,0.11
OSI-027,dann,10,0.1
OSI-027,dann,50,0.3
OSI-027,dann,100,0.22
OSI-027,adae,10,0.2
OSI-027,adae,50,0.26
OSI-027,adae,100,0.22
OSI-930,marginal,10,0.3
OSI-930,marginal,50,0.36
OSI-930,marginal,100,0.37
OSI-930,residualized,10,0.0
OSI-930,residualized,50,0.06
OSI-930,residualized,100,0.06
OSI-930,irm,10,0.4
OSI-930,irm,50,0.34
OSI-930,irm,100,0.27
OSI-930,within_tissue,10,0.1
OSI-930,within_tissue,50,0.1
OSI-930,within_tissue,100,0.18
OSI-930,dann,10,0.2
OSI-930,dann,50,0.22
OSI-930,dann,100,0.26
OSI-930,adae,10,0.2
OSI-930,adae,50,0.38
