dataset,seed,item,method,mse,wt_mse,mse_noaddback
depmap,1,ATP6V1F,irm,0.3751618847237542,0.2362360393568796,0.3751618847237542
depmap,1,BCL2L1,baseline,0.34679931751339294,0.3464650384286286,0.34679931751339294
depmap,1,BCL2L1,marginal,0.3422780615967524,0.32878850889439465,0.3422780615967524
depmap,1,BCL2L1,residualized,0.3387021061075698,0.3190724934471552,1.4772093378850075
depmap,1,BCL2L1,irm,0.4898548505246885,0.38915095271076555,0.4898548505246885
depmap,1,BUB3,baseline,0.2826213964872234,0.28233455311280176,0.2826213964872234
depmap,1,BUB3,marginal,0.3853548143841942,0.3618469370266242,0.3853548143841942
depmap,1,BUB3,residualized,0.27523491878738604,0.2614352455292439,4.739267986313244
depmap,1,BUB3,irm,0.4920108636576578,0.38130593289950615,0.4920108636576578
depmap,1,CBFB,baseline,0.1164663814988506,0.11637573678668599,0.1164663814988506
depmap,1,CBFB,marginal,0.1187345450866299,0.11471593426271298,0.1187345450866299
depmap,1,CBFB,residualized,0.11493517410982626,0.10819168641798753,0.23446471898945928
depmap,1,CBFB,irm,0.18158020015963755,0.12052230656626878,0.18158020015963755
depmap,1,CCND1,baseline,0.5024637852821117,0.5012281760214766,0.5024637852821117
depmap,1,CCND1,marginal,0.3898823367124006,0.3743050093079289,0.3898823367124006
depmap,1,CCND1,residualized,0.35701775076407244,0.3327051165108667,1.474437614898327
depmap,1,CCND1,irm,0.5719325192326645,0.44717917975396126,0.5719325192326645
depmap,1,CDAN1,baseline,0.2639310690122763,0.2619427407550439,0.2639310690122763
depmap,1,CDAN1,marginal,0.2524074909477075,0.2417667494685105,0.2524074909477075
depmap,1,CDAN1,residualized,0.23852501582237953,0.21688831657067864,0.9858536316167532
depmap,1,CDAN1,irm,0.37203510893007435,0.29381732277308115,0.37203510893007435
depmap,1,CDC42,baseline,0.1545395720584185,0.154271073584665,0.1545395720584185
depmap,1,CDC42,marginal,0.17891058465851942,0.16708966251999924,0.17891058465851942
depmap,1,CDC42,residualized,0.14580974041133266,0.13860761587347306,1.2420508384179558
depmap,1,CDC42,irm,0.2826598054432202,0.19547301262294237,0.2826598054432202
depmap,1,CDC45,baseline,0.1793127145179785,0.17923210224247443,0.1793127145179785
depmap,1,CDC45,marginal,0.2608659131047042,0.24204583880882016,0.2608659131047042
depmap,1,CDC45,residualized,0.18024719103982512,0.171235095317857,4.830899013339005
depmap,1,CDC45,irm,0.3555185620141593,0.2773068735518709,0.3555185620141593
depmap,1,CDK1,baseline,0.1820088249868695,0.1818813240910847,0.1820088249868695
depmap,1,CDK1,marginal,0.2993659434977809,0.2751378207769431,0.2993659434977809
depmap,1,CDK1,residualized,0.1828429030976399,0.17202983102626834,5.82788082126765
depmap,1,CDK1,irm,0.37984911920813685,0.29654714902218837,0.37984911920813685
depmap,1,CDK4,baseline,0.23710925268620933,0.23676939413449288,0.23710925268620933
depmap,1,CDK4,marginal,0.200202498744822,0.19155529940071853,0.200202498744822
depmap,1,CDK4,residualized,0.19612749057443787,0.185328789070168,0.831735986709159
depmap,1,CDK4,irm,0.30322112239074167,0.22109045095703592,0.30322112239074167
depmap,1,CDK6,baseline,0.18343622102308088,0.18191804511171522,0.18343622102308088
depmap,1,CDK6,marginal,0.15635590333425775,0.14790669396532782,0.15635590333425775
depmap,1,CDK6,residualized,0.157866307023462,0.1480087928309054,0.5655465890698345
depmap,1,CDK6,irm,0.28167168116150654,0.17884548196063874,0.28167168116150654
depmap,1,CENPW,baseline,0.19115914907403025,0.19077652251121863,0.19115914907403025
depmap,1,CENPW,marginal,0.2623405591583052,0.24209673705214885,0.2623405591583052
depmap,1,CENPW,residualized,0.19459006150788732,0.18454400077022573,2.9650613447739382
depmap,1,CENPW,irm,0.4229545806640346,0.319443500219736,0.4229545806640346
depmap,1,CFL1,baseline,0.13512782030699966,0.1350159648759843,0.13512782030699966
depmap,1,CFL1,marginal,0.1323407016041139,0.12678763238271032,0.1323407016041139
depmap,1,CFL1,residualized,0.12861733839993825,0.12361688474316056,0.49142837645186843
depmap,1,CFL1,irm,0.2065772551542627,0.15644407148674383,0.2065772551542627
depmap,1,CFLAR,baseline,0.26533827344200145,0.2642975045726737,0.26533827344200145
depmap,1,CFLAR,marginal,0.23692391117499645,0.22596141444367465,0.23692391117499645
depmap,1,CFLAR,residualized,0.236213823078512,0.22287630793847144,0.7062740626714753
depmap,1,CFLAR,irm,0.37116221759775375,0.25473987299361617,0.37116221759775375
depmap,1,CHAF1B,baseline,0.16675058526993808,0.16666598055382703,0.16675058526993808
depmap,1,CHAF1B,marginal,0.24247129875691123,0.22515840401515466,0.24247129875691123
depmap,1,CHAF1B,residualized,0.1723404195996268,0.16178866211704432,3.4579775876392094
depmap,1,CHAF1B,irm,0.3335175856356628,0.27507883675622913,0.3335175856356628
depmap,1,CHMP4B,baseline,0.25296288746619033,0.2527263052864851,0.25296288746619033
depmap,1,CHMP4B,marginal,0.2354752330700179,0.22797186120725996,0.2354752330700179
depmap,1,CHMP4B,residualized,0.21566159832724832,0.20311189458822557,1.3580407189063526
depmap,1,CHMP4B,irm,0.41721419700113854,0.2682885667761964,0.41721419700113854
depmap,1,COPG1,baseline,0.280286145467974,0.27975782246941566,0.280286145467974
depmap,1,COPG1,marginal,0.2702736061088176,0.25475487728711216,0.2702736061088176
depmap,1,COPG1,residualized,0.2484987318150785,0.23415708990795656,1.8086310426603989
depmap,1,COPG1,irm,0.5111566350347109,0.38140514893459443,0.5111566350347109
depmap,1,CRKL,baseline,0.271660825250514,0.2713023954570836,0.271660825250514
depmap,1,CRKL,marginal,0.25834978609478754,0.24942557772163979,0.25834978609478754
depmap,1,CRKL,residualized,0.2614350856064623,0.24467652574599696,1.2179885293228414
depmap,1,CRKL,irm,0.40798572004906236,0.3034516334874648,0.40798572004906236
depmap,1,CTPS1,baseline,0.13812413945923188,0.13779539088777765,0.13812413945923188
depmap,1,CTPS1,marginal,0.13280969735716844,0.12630737685968635,0.13280969735716844
depmap,1,CTPS1,residualized,0.12966141073012616,0.12287316357095228,0.6093225938119092
depmap,1,CTPS1,irm,0.19642374655587225,0.14494704989802573,0.19642374655587225
depmap,1,DBR1,baseline,0.18800775733364697,0.1879249232308258,0.18800775733364697
depmap,1,DBR1,marginal,0.2569632267623979,0.23934796411251907,0.2569632267623979
depmap,1,DBR1,residualized,0.1925792562105349,0.18229198189095688,3.702348495896691
depmap,1,DBR1,irm,0.3403791180310198,0.2756383931623856,0.3403791180310198
depmap,1,DDX3X,baseline,0.15983561602870386,0.1586684780583963,0.15983561602870386
depmap,1,DDX3X,marginal,0.18163305187146656,0.16585915973876555,0.18163305187146656
depmap,1,DDX3X,residualized,0.16287515520074572,0.1502453213367109,0.9563963028034845
depmap,1,DDX3X,irm,0.23574966569868397,0.1782888420685748,0.23574966569868397
depmap,1,DHFR,baseline,0.16364842337108637,0.1616632678806156,0.16364842337108637
depmap,1,DHFR,marginal,0.17865986071593828,0.1659525644502768,0.17865986071593828
depmap,1,DHFR,residualized,0.16235893324859976,0.15324282917455653,0.9655232029613493
depmap,1,DHFR,irm,0.24950403682570213,0.185392970318483,0.24950403682570213
depmap,1,DNAJC9,baseline,0.4316063117294716,0.4305141081336072,0.4316063117294716
depmap,1,DNAJC9,marginal,0.423384293296708,0.41079195028502913,0.423384293296708
depmap,1,DNAJC9,residualized,0.40812874785617514,0.3852271726611984,1.7638494383120595
depmap,1,DNAJC9,irm,0.6693383466415168,0.5067001302933866,0.6693383466415168
depmap,1,DNM2,baseline,0.18819034829827683,0.18796268634597105,0.18819034829827683
depmap,1,DNM2,marginal,0.2104995089186238,0.20023379615379805,0.2104995089186238
depmap,1,DNM2,residualized,0.18148038361706992,0.1711375240481678,1.595117675512867
depmap,1,DNM2,irm,0.335192007017216,0.26071904290844033,0.335192007017216
depmap,1,DONSON,baseline,0.20589916420680576,0.20574714907355857,0.20589916420680576
depmap,1,DONSON,marginal,0.30455739146357946,0.2915188271039979,0.30455739146357946
depmap,1,DONSON,residualized,0.2086752600867412,0.19754189337228467,4.858417446708201
depmap,1,DONSON,irm,0.37630192156524533,0.3153980038421841,0.37630192156524533
depmap,1,DPAGT1,baseline,0.233263565852426,0.2327546966156526,0.233263565852426
depmap,1,DPAGT1,marginal,0.26687098936490294,0.25319744929744287,0.26687098936490294
depmap,1,DPAGT1,residualized,0.23718286795475912,0.22209980735816287,2.1886794552638054
depmap,1,DPAGT1,irm,0.3660324587533235,0.2943812000357867,0.3660324587533235
depmap,1,DTYMK,baseline,0.2606834415188391,0.2592509136488737,0.2606834415188391
depmap,1,DTYMK,marginal,0.2748137186380317,0.26291988822419565,0.2748137186380317
depmap,1,DTYMK,residualized,0.24402874282067696,0.232368017349058,2.3930563704915087
depmap,1,DTYMK,irm,0.38324637804122436,0.3098213822611916,0.38324637804122436
depmap,1,DUT,baseline,0.21048559202145464,0.20935319692991114,0.21048559202145464
depmap,1,DUT,marginal,0.2671173834283205,0.2473370100221317,0.2671173834283205
depmap,1,DUT,residualized,0.21766694067347842,0.2041404604320746,3.2086890214054247
depmap,1,DUT,irm,0.5170342750999207,0.31062195448611474,0.5170342750999207
depmap,1,DYNLRB1,baseline,0.24227002775666442,0.242085644035065,0.24227002775666442
depmap,1,DYNLRB1,marginal,0.3090890316773661,0.2983185513905265,0.3090890316773661
depmap,1,DYNLRB1,residualized,0.2554018445994439,0.23842898856618788,3.3215176192328992
depmap,1,DYNLRB1,irm,0.3877033806991422,0.33156702261598453,0.3877033806991422
depmap,1,EEF1A1,baseline,0.341295828582935,0.3369731379177779,0.341295828582935
depmap,1,EEF1A1,marginal,0.5937971451674279,0.48635120671043625,0.5937971451674279
depmap,1,EEF1A1,residualized,0.34960149315625905,0.29100746121079624,4.7547022452893675
depmap,1,EEF1A1,irm,0.7429113332457128,0.4854595402048928,0.7429113332457128
depmap,1,EEF2,baseline,0.26310083311648685,0.26281436888645127,0.26310083311648685
depmap,1,EEF2,marginal,0.4006301556843878,0.37516879912050993,0.4006301556843878
depmap,1,EEF2,residualized,0.2719172747264639,0.2549367571966409,5.858678160419776
depmap,1,EEF2,irm,0.4673967810218186,0.3724720109344472,0.4673967810218186
depmap,1,EFR3A,baseline,0.1338714311121736,0.1336487993634281,0.1338714311121736
depmap,1,EFR3A,marginal,0.09997323124516708,0.09542797999042629,0.09997323124516708
depmap,1,EFR3A,residualized,0.10179971507838141,0.09668504166161525,0.3184341700498775
depmap,1,EFR3A,irm,0.20455819632673997,0.12657355618727162,0.20455819632673997
depmap,1,EIF1AX,baseline,0.45470188315279875,0.4543184782927191,0.45470188315279875
depmap,1,EIF1AX,marginal,0.5680396855548847,0.5354482794059314,0.5680396855548847
depmap,1,EIF1AX,residualized,0.45110397637582955,0.42761272844624554,3.690917733949893
depmap,1,EIF1AX,irm,0.6806044708330499,0.5555475441267944,0.6806044708330499
depmap,1,EIF4A1,baseline,0.2103686834322777,0.2087324867474338,0.2103686834322777
depmap,1,EIF4A1,marginal,0.22334344637370634,0.21206593738979426,0.22334344637370634
depmap,1,EIF4A1,residualized,0.20799429033520467,0.19316586614201023,1.736099474444312
depmap,1,EIF4A1,irm,0.3121912465008014,0.24268869739953614,0.3121912465008014
depmap,1,ELL,baseline,0.19778016100571544,0.19733546851915587,0.19778016100571544
depmap,1,ELL,marginal,0.22261130483968034,0.21135720075896364,0.22261130483968034
depmap,1,ELL,residualized,0.1931437344357825,0.18348907695019012,1.833462070150366
depmap,1,ELL,irm,0.32606377426677985,0.253636503123107,0.32606377426677985
depmap,1,EMC3,baseline,0.1681399984735544,0.1668563271264203,0.1681399984735544
depmap,1,EMC3,marginal,0.16978562360552557,0.16067992266366574,0.16978562360552557
depmap,1,EMC3,residualized,0.1590863875484484,0.14432724272342845,0.5824613368233882
depmap,1,EMC3,irm,0.3452668156516407,0.1835188922719907,0.3452668156516407
depmap,1,EP300,baseline,0.1546825673544225,0.15428339243761743,0.1546825673544225
depmap,1,EP300,marginal,0.14287535415669073,0.13794546425594612,0.14287535415669073
depmap,1,EP300,residualized,0.14381199231641956,0.13547765716180302,0.27936764118898644
depmap,1,EP300,irm,0.2125477954230375,0.1534440612075855,0.2125477954230375
depmap,1,ESPL1,baseline,0.19361250961718113,0.19352727399817748,0.19361250961718113
depmap,1,ESPL1,marginal,0.2694372030551823,0.24958716616306567,0.2694372030551823
depmap,1,ESPL1,residualized,0.19577963437337872,0.1848536299415761,4.503483218534544
depmap,1,ESPL1,irm,0.43061728558896306,0.3304357953050074,0.43061728558896306
depmap,1,FAM50A,baseline,0.2392105792070349,0.23877309882512088,0.2392105792070349
depmap,1,FAM50A,marginal,0.2352185691718413,0.2259938448102746,0.2352185691718413
depmap,1,FAM50A,residualized,0.23714041003309316,0.22490100259508067,0.5460159388054842
depmap,1,FAM50A,irm,0.39465236181404373,0.24844574288022486,0.39465236181404373
depmap,1,FARSB,baseline,0.16198388471459457,0.1614017015651079,0.16198388471459457
depmap,1,FARSB,marginal,0.24011832944050185,0.2279791549859813,0.24011832944050185
depmap,1,FARSB,residualized,0.17203734991182718,0.16347765211716112,3.7722288658136987
depmap,1,FARSB,irm,0.33819189167257235,0.27436339094177187,0.33819189167257235
depmap,1,FAU,baseline,0.15993935602180956,0.15960513050291122,0.15993935602180956
depmap,1,FAU,marginal,0.269092412475071,0.2509883351977754,0.269092412475071
depmap,1,FAU,residualized,0.17291849981975924,0.16445997922602998,6.378401888130721
depmap,1,FAU,irm,0.3427628610716121,0.2742481328858579,0.3427628610716121
depmap,1,FERMT2,baseline,0.17122604837102318,0.17043845125736232,0.17122604837102318
depmap,1,FERMT2,marginal,0.1315637533336073,0.12256955524176687,0.1315637533336073
depmap,1,FERMT2,residualized,0.12986053261842526,0.1229289408728779,0.6056019527000567
depmap,1,FERMT2,irm,0.2650990354027296,0.1766557304654774,0.2650990354027296
depmap,1,GGPS1,baseline,0.16137741934252273,0.16115589382175388,0.16137741934252273
depmap,1,GGPS1,marginal,0.19159489993936718,0.18230607625768436,0.19159489993936718
depmap,1,GGPS1,residualized,0.15572899156008999,0.14716471945472684,1.8366720228656894
depmap,1,GGPS1,irm,0.2548909884254632,0.2008951298538809,0.2548909884254632
depmap,1,GINS2,baseline,0.16710506470690661,0.16672018422033746,0.16710506470690661
depmap,1,GINS2,marginal,0.2363870543483746,0.2233297663394391,0.2363870543483746
depmap,1,GINS2,residualized,0.17311236771306873,0.16332083925222435,4.401481080690863
depmap,1,GINS2,irm,0.2958394301470877,0.24408133507689145,0.2958394301470877
depmap,1,GMPS,baseline,0.19715469073692846,0.19571138600749466,0.19715469073692846
depmap,1,GMPS,marginal,0.2023599296440179,0.1903686967711694,0.2023599296440179
depmap,1,GMPS,residualized,0.17983621651549253,0.168447122577857,1.269510567568968
depmap,1,GMPS,irm,0.31049024718138374,0.2155093874780658,0.31049024718138374
depmap,1,GPN2,baseline,0.17762304609364,0.17744437353947765,0.17762304609364
depmap,1,GPN2,marginal,0.2644327371929019,0.2520180347621219,0.2644327371929019
depmap,1,GPN2,residualized,0.18443330450497034,0.17572768067419725,3.545617749227808
depmap,1,GPN2,irm,0.38597956329871197,0.2918388739711505,0.38597956329871197
depmap,1,GPX4,baseline,0.1794540109189657,0.17908185192549833,0.1794540109189657
depmap,1,GPX4,marginal,0.18785069828413567,0.1743326447479543,0.18785069828413567
depmap,1,GPX4,residualized,0.17441937764079268,0.1613208919342668,0.8676658652872596
depmap,1,GPX4,irm,0.27667028505822727,0.21288059981734486,0.27667028505822727
depmap,1,GRB2,baseline,0.28256863477309213,0.2822388991481564,0.28256863477309213
depmap,1,GRB2,marginal,0.2798691556209579,0.26078230343186537,0.2798691556209579
depmap,1,GRB2,residualized,0.26395216504356633,0.2500079074296863,1.1613388863311944
depmap,1,GRB2,irm,0.46407337399837767,0.3405385502238356,0.46407337399837767
depmap,1,GSPT1,baseline,0.18777447162626007,0.18684094615569755,0.18777447162626007
depmap,1,GSPT1,marginal,0.24333170303218357,0.22782094435236488,0.24333170303218357
depmap,1,GSPT1,residualized,0.18812995779045208,0.17856543797799224,3.1601887869114798
depmap,1,GSPT1,irm,0.35318191621732736,0.27744454183706424,0.35318191621732736
depmap,1,GTPBP4,baseline,0.17345462922293534,0.17313672030467694,0.17345462922293534
depmap,1,GTPBP4,marginal,0.2451055558710619,0.2319352396483631,0.2451055558710619
depmap,1,GTPBP4,residualized,0.17844157516405773,0.16767461087905636,3.152279299961179
depmap,1,GTPBP4,irm,0.40359200583394744,0.28520649423374367,0.40359200583394744
depmap,1,GUK1,baseline,0.1972264221665173,0.19657334881782262,0.1972264221665173
depmap,1,GUK1,marginal,0.2209254883153382,0.2057365934450695,0.2209254883153382
